datetime,Ten_Meter_Uwind_vector_meterPerSecond,Ten_Meter_Vwind_vector_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Relative_Humidity_percent,Cloud_Cover_decimalFraction,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Precipitation_millimeterPerHour
2014-08-28 10:00:00,0.64,-0.16,101490,13.38,66.28,0.25,295.028,0
2014-08-28 11:00:00,-0.76,0.46,101400,13.65,65.04,0.188,321.124,0
2014-08-28 12:00:00,-0.78,1.17,101340,14.21,64.09,0.125,437.446,0
2014-08-28 13:00:00,-1.8,1.33,101300,14.76,63.6,0.125,578.714,0
2014-08-28 14:00:00,-1.13,1,101280,15.62,61.15,0.125,429.584,0
2014-08-28 15:00:00,-1.76,0.39,101250,16.22,59.44,0.125,407.744,0
2014-08-28 16:00:00,-1.32,0.58,101230,16.06,61.45,0.125,198.157,0
2014-08-28 17:00:00,-1.33,1.89,101240,15.73,64.55,0.125,111.014,0
2014-08-28 18:00:00,-1.47,2.09,101280,15.17,65.6,0.125,35.428,0
2014-08-28 19:00:00,-1.16,1.16,101370,14.23,71.17,0.125,8.526,0
2014-08-28 20:00:00,-0.83,0.68,101470,12.42,84.1,0.125,0.271,0
2014-08-28 21:00:00,-1.89,1.19,101510,11.18,86.5,0.125,0.255,0
2014-08-28 22:00:00,-0.58,1.01,101570,10.61,87.8,0.125,0.255,0
2014-08-28 23:00:00,-0.2,0.86,101590,9.58,91.3,0.125,0.255,0
2014-08-29 00:00:00,-0.47,1.16,101610,9.21,95.1,0.125,0.255,0
2014-08-29 01:00:00,-0.44,1.39,101620,7.84,96.8,0.125,0.255,0
2014-08-29 02:00:00,-0.29,1.31,101620,7,98.6,0.125,0.255,0
2014-08-29 03:00:00,-0.29,1.23,101650,6.63,98.9,0.125,0.255,0
2014-08-29 04:00:00,-0.39,1.27,101660,6.11,99.9,0.125,0.594,0
2014-08-29 05:00:00,-0.29,1.08,101670,6.17,100,0.125,14.021,0
2014-08-29 06:00:00,-0.32,1.05,101660,7.19,99.3,0.125,70.912,0
2014-08-29 07:00:00,-0.21,0.47,101630,10.3,91.1,0.25,203.182,0
2014-08-29 08:00:00,-1.36,1.03,101580,13.21,73.59,0.375,324.293,0
2014-08-29 09:00:00,-1.27,1.26,101540,12.17,77.11,0.5,80.719,0
2014-08-29 10:00:00,-0.76,0.87,101450,12.22,77.12,0.625,162.423,0
2014-08-29 11:00:00,-1.62,1.4,101410,13.33,70.84,0.75,414.758,0
2014-08-29 12:00:00,-1.62,2.1,101380,14.06,67.38,0.875,361.836,0
2014-08-29 13:00:00,-1.48,1.8,101370,14.17,65.54,0.917,207.653,0
2014-08-29 14:00:00,-1,0.99,101370,14.4,65.78,0.958,127.777,0
2014-08-29 15:00:00,-1.51,0.93,101350,14.5,64.68,1,104.155,0
2014-08-29 16:00:00,-0.8,1.01,101350,14.31,65.87,0.958,77.076,0
2014-08-29 17:00:00,-0.38,0.91,101360,14.06,69.69,0.917,59.904,0
2014-08-29 18:00:00,-0.34,0.74,101360,13.47,74.01,0.875,22.574,0
2014-08-29 19:00:00,-0.82,0.66,101390,12.11,88.2,0.885,2.522,0
2014-08-29 20:00:00,-0.45,0.52,101410,11.44,90.7,0.896,0.256,0
2014-08-29 21:00:00,-0.27,0.69,101420,10.76,93,0.906,0.255,0
2014-08-29 22:00:00,-0.39,0.81,101450,10.2,95.9,0.917,0.255,1.4
2014-08-29 23:00:00,-0.53,0.96,101480,10.11,98,0.927,0.255,1
2014-08-30 00:00:00,-0.41,0.76,101470,9.95,97.1,0.938,0.255,0.1
2014-08-30 01:00:00,-0.81,0.72,101490,9.46,99.1,0.948,0.255,0
2014-08-30 02:00:00,-0.21,0.62,101490,8.98,99.7,0.958,0.255,0
2014-08-30 03:00:00,-0.11,0.54,101490,8.86,99.8,0.969,0.255,0
2014-08-30 04:00:00,0.07,0.27,101480,8.74,100,0.979,0.355,0
2014-08-30 05:00:00,-0.09,0.5,101500,8.92,98.3,0.99,4.801,0
2014-08-30 06:00:00,-0.39,1.32,101510,9.72,93.6,1,38.729,0
2014-08-30 07:00:00,-0.43,1.66,101530,10.11,91.4,1,67.742,0
2014-08-30 08:00:00,-0.75,2.12,101530,10.04,92.3,1,53.996,0
2014-08-30 09:00:00,-0.3,1.58,101540,10.03,92.1,1,42.017,0
2014-08-30 10:00:00,-0.97,2.66,101560,9.62,95.2,1,54.262,0.8
2014-08-30 11:00:00,-0.74,2.34,101580,9.22,97.6,1,67.774,1.5
2014-08-30 12:00:00,-0.4,1.47,101610,9.26,97.7,1,42.182,0.2
2014-08-30 13:00:00,-0.4,1.02,101590,9.73,96.6,1,76.986,0
2014-08-30 14:00:00,-0.44,1.2,101570,10.39,94.4,1,98.773,0
2014-08-30 15:00:00,-0.39,1.52,101570,10.48,92.3,1,66.3,0
2014-08-30 16:00:00,-0.45,1.49,101570,10.64,90.7,1,66.864,0
2014-08-30 17:00:00,-0.47,1.5,101590,10.34,92.6,1,43.473,0.7
2014-08-30 18:00:00,-0.15,1.15,101610,9.75,96.1,1,19.141,1.5
2014-08-30 19:00:00,-0.16,1.36,101640,9.63,95.3,1,2.814,0.1
2014-08-30 20:00:00,-0.38,2.04,101680,9.48,94.4,1,0.255,0.9
2014-08-30 21:00:00,-0.82,2.48,101730,9.15,95.4,1,0.255,1.5
2014-08-30 22:00:00,-0.47,1.81,101770,9.07,95.9,1,0.255,1.3
2014-08-30 23:00:00,-0.41,1.8,101790,9,97.1,1,0.255,1.9
2014-08-31 00:00:00,-0.06,1,101810,8.88,98.3,1,0.255,1.7
2014-08-31 01:00:00,-0.18,1.28,101820,8.81,98.5,1,0.255,1.5
2014-08-31 02:00:00,-0.24,1.21,101850,8.85,98.7,1,0.255,1.2
2014-08-31 03:00:00,-0.31,1.5,101860,8.96,97.9,1,0.255,0.7
2014-08-31 04:00:00,-0.39,1.52,101890,9.01,97.9,1,0.279,0.2
2014-08-31 05:00:00,-0.16,0.75,101950,8.89,97.4,1,4.441,0
2014-08-31 06:00:00,-0.09,0.29,102000,8.82,98.2,1,22.576,0
2014-08-31 07:00:00,0.06,0.34,102040,8.95,98,1,40.252,0
2014-08-31 08:00:00,-0.25,0.9,102080,9.41,95.7,1,108.645,0.1
2014-08-31 09:00:00,-0.35,0.77,102100,9.88,93.4,1,134.656,0
2014-08-31 10:00:00,-0.55,1.41,102120,10.26,91.6,1,169.944,0
2014-08-31 11:00:00,-1.13,1.68,102130,10.73,88.6,1,229.011,0
2014-08-31 12:00:00,-1.53,1.59,102170,11.16,86.5,1,242.146,0
2014-08-31 13:00:00,-0.9,1.55,102150,11.13,88.4,1,94.959,0
2014-08-31 14:00:00,0.11,0.63,102140,11.31,86.7,1,110.54,0
2014-08-31 15:00:00,-0.92,0.88,102150,11.7,83.3,1,138.169,0
2014-08-31 16:00:00,-0.74,0.78,102160,11.78,83.2,1,105.468,0
2014-08-31 17:00:00,0.41,-0.04,102140,11.02,91,1,36.876,0
2014-08-31 18:00:00,0,0.01,102160,10.69,93,1,15.379,0
2014-08-31 19:00:00,-0.01,0.18,102200,10.22,96.4,1,2.618,0
2014-08-31 20:00:00,-0.04,0.2,102210,9.61,98.1,1,0.255,0
2014-08-31 21:00:00,-0.21,0.57,102240,9.33,99.1,1,0.255,0
2014-08-31 22:00:00,-0.58,0.74,102280,9.28,99.1,1,0.255,0
2014-08-31 23:00:00,-0.89,0.71,102300,9.5,98.7,1,0.255,0
2014-09-01 00:00:00,-0.93,0.67,102300,9.64,96.6,1,0.255,0
2014-09-01 01:00:00,-0.81,0.33,102280,9.48,96.8,1,0.255,0
2014-09-01 02:00:00,-0.67,0.74,102270,9.4,95.9,1,0.255,0
2014-09-01 03:00:00,-0.24,0.38,102230,9.21,96.1,1,0.255,0
2014-09-01 04:00:00,-0.14,0.58,102220,8.64,97.8,1,0.31,0
2014-09-01 05:00:00,-0.89,0.81,102230,8.81,98.3,1,5.099,0
2014-09-01 06:00:00,-1.07,1.01,102250,9.1,94.9,1,40.879,0
2014-09-01 07:00:00,-1.1,1.08,102250,9.55,89.1,0.979,178.411,0
2014-09-01 08:00:00,-1.09,1.14,102250,10.75,79.5,0.958,398.826,0
2014-09-01 09:00:00,-1.72,1.03,102240,11.11,75.05,0.938,335.261,0
2014-09-01 10:00:00,-1.66,0.84,102220,11.75,72.82,0.917,398.895,0.1
2014-09-01 11:00:00,-2.19,1.52,102180,12.05,71.85,0.896,330.222,0
2014-09-01 12:00:00,-2.29,1.68,102110,11.87,74.48,0.875,231.089,0
2014-09-01 13:00:00,-2.31,1.82,102090,12.33,72.83,0.917,322.764,0
2014-09-01 14:00:00,-2.5,1.84,102070,12.45,74.13,0.958,235.111,0
2014-09-01 15:00:00,-2.4,1.58,102060,12.55,75.02,1,181.365,0
2014-09-01 16:00:00,-1.83,1.67,102050,12.54,74.64,0.958,91.65,0
2014-09-01 17:00:00,-1.9,1.77,102060,12.37,76.09,0.917,83.658,0
2014-09-01 18:00:00,-1.84,1.12,102070,12.03,80.3,0.875,40.155,0
2014-09-01 19:00:00,-0.23,0.78,102100,11.2,85.5,0.865,1.941,0
2014-09-01 20:00:00,-0.11,0.42,102150,10.75,87.6,0.854,0.255,0
2014-09-01 21:00:00,0.01,0.34,102170,9.92,92.6,0.844,0.255,0
2014-09-01 22:00:00,-0.13,0.81,102180,9,96.1,0.833,0.255,0
2014-09-01 23:00:00,-0.17,0.73,102180,8.3,97.8,0.823,0.255,0
2014-09-02 00:00:00,-0.13,0.58,102200,8.48,98.3,0.812,0.255,0
2014-09-02 01:00:00,-0.13,0.46,102200,8.52,98.4,0.802,0.255,0
2014-09-02 02:00:00,-0.06,0.52,102200,8.44,98.9,0.792,0.255,0
2014-09-02 03:00:00,-0.18,0.72,102190,8.36,99.3,0.781,0.255,0
2014-09-02 04:00:00,-0.1,0.55,102190,8.23,99.7,0.771,0.318,0
2014-09-02 05:00:00,-0.11,0.49,102240,7.67,100,0.76,22.098,0
2014-09-02 06:00:00,-0.17,0.62,102250,8.36,99.3,0.75,65.139,0
2014-09-02 07:00:00,0.19,0.5,102280,9.72,96.5,0.75,91.528,0
2014-09-02 08:00:00,0.43,-0.13,102290,11.19,90.1,0.75,266.977,0.1
2014-09-02 09:00:00,0.1,0.32,102290,13.76,78.57,0.75,321.72,0
2014-09-02 10:00:00,0.25,-0.73,102280,15.12,72.75,0.75,442.49,0
2014-09-02 11:00:00,0.61,-0.46,102270,15.75,70.77,0.75,330.006,0
2014-09-02 12:00:00,0.16,-0.62,102240,15.83,68.98,0.75,285.195,0
2014-09-02 13:00:00,0.42,0.22,102240,16.42,65.25,0.708,339.533,0
2014-09-02 14:00:00,-0.87,0.09,102210,17.22,61.58,0.667,416.669,0
2014-09-02 15:00:00,0.08,-0.2,102200,16.87,65.36,0.625,90.16,0
2014-09-02 16:00:00,-0.55,0,102180,16.41,67.54,0.542,108.691,0
2014-09-02 17:00:00,0.23,-0.15,102220,17.65,59.77,0.458,135.359,0
2014-09-02 18:00:00,-0.46,0.65,102350,14.19,81,0.375,23.545,0
2014-09-02 19:00:00,-0.18,0.68,102430,11.61,92.5,0.375,2.867,0
2014-09-02 20:00:00,-0.16,0.66,102510,9.88,96.7,0.375,0.255,0
2014-09-02 21:00:00,-0.17,0.54,102580,9.16,98.3,0.375,0.255,0
2014-09-02 22:00:00,-0.22,0.63,102640,8.59,97.1,0.375,0.255,0
2014-09-02 23:00:00,-0.05,0.19,102670,8.96,95.1,0.375,0.255,0
2014-09-03 00:00:00,-0.21,0.71,102690,8.7,94,0.375,0.255,0
2014-09-03 01:00:00,-0.2,0.62,102740,9.27,93.6,0.375,0.255,0
2014-09-03 02:00:00,-0.07,0.39,102760,8.62,94.1,0.375,0.255,0
2014-09-03 03:00:00,-0.26,0.83,102790,7.53,98.1,0.375,0.255,0
2014-09-03 04:00:00,-0.22,0.88,102820,6.75,99.8,0.375,0.275,0
2014-09-03 05:00:00,-0.23,0.75,102850,6.42,100,0.375,7.843,0
2014-09-03 06:00:00,-0.23,0.73,102840,6.92,99.1,0.375,83.413,0.1
2014-09-03 07:00:00,-0.08,0.26,102830,10.95,85.7,0.375,232.672,0
2014-09-03 08:00:00,0.52,0.38,102800,13.44,73.93,0.375,357.762,0
2014-09-03 09:00:00,0.88,-0.16,102760,14.01,72.03,0.375,451.339,0
2014-09-03 10:00:00,0.22,1.41,102670,15.54,65.77,0.375,544.757,0
2014-09-03 11:00:00,-1.61,1.14,102580,16.22,62.41,0.375,565.729,0
2014-09-03 12:00:00,-2.08,1.42,102460,16.99,60.06,0.375,583.845,0
2014-09-03 13:00:00,-2.9,2.18,102380,17.46,62.29,0.375,558.325,0
2014-09-03 14:00:00,-2.82,1.63,102330,18.07,61.12,0.375,486.966,0
2014-09-03 15:00:00,-2.77,1.65,102280,18.48,60.89,0.375,382.887,0
2014-09-03 16:00:00,-3.3,2.76,102260,18.54,61.58,0.375,259.571,0
2014-09-03 17:00:00,-2.25,2.15,102320,18.13,67.27,0.375,134.012,0.1
2014-09-03 18:00:00,-0.85,1.37,102440,17.1,75.52,0.375,19.039,0
2014-09-03 19:00:00,-0.46,-0.11,102550,14.84,87,0.354,2.795,0
2014-09-03 20:00:00,-0.57,0.59,102620,12.5,94.9,0.333,0.255,0
2014-09-03 21:00:00,-0.24,0.73,102660,10.75,98.4,0.312,0.255,0
2014-09-03 22:00:00,-0.14,0.45,102710,9.79,99.8,0.292,0.255,0
2014-09-03 23:00:00,0.04,0.09,102710,9,97.5,0.271,0.255,0
2014-09-04 00:00:00,0.03,0.19,102720,9.08,91.2,0.25,0.255,0
2014-09-04 01:00:00,-0.11,0.47,102730,8.21,93.7,0.229,0.255,0
2014-09-04 02:00:00,-0.17,0.7,102760,7.52,97,0.208,0.255,0
2014-09-04 03:00:00,-0.24,0.94,102770,6.95,98.3,0.188,0.255,0
2014-09-04 04:00:00,-0.25,0.91,102800,6.29,99.6,0.167,0.275,0
2014-09-04 05:00:00,-0.26,1.01,102820,5.95,100,0.146,7.613,0
2014-09-04 06:00:00,-0.25,0.88,102800,6.55,99.2,0.125,87.518,0.1
2014-09-04 07:00:00,-0.24,0.63,102740,10.05,89.9,0.125,235.985,0
2014-09-04 08:00:00,0.93,-0.12,102680,12.07,79.73,0.125,357.792,0
2014-09-04 09:00:00,0.81,-0.17,102610,13.89,72.36,0.125,462.379,0
2014-09-04 10:00:00,-0.94,0.95,102520,15.58,64.81,0.125,538.304,0
2014-09-04 11:00:00,-2.42,1.37,102400,16.09,63.14,0.125,583.074,0
2014-09-04 12:00:00,-3.17,2.75,102310,16.94,60.27,0.125,588.287,0
2014-09-04 13:00:00,-3.31,2.12,102200,17.71,52.47,0.125,554.291,0
2014-09-04 14:00:00,-3.13,1.54,102130,18.38,47.75,0.125,488.827,0
2014-09-04 15:00:00,-3.09,0.65,102090,18.72,48.86,0.125,386.912,0
2014-09-04 16:00:00,-2.99,0.93,102060,18.48,53.85,0.125,290.552,0
2014-09-04 17:00:00,-3.04,1.08,102050,17.86,56.02,0.125,150.458,0.1
2014-09-04 18:00:00,-3.02,1.07,102090,16.79,60.09,0.125,24.209,0
2014-09-04 19:00:00,-1.75,1.64,102170,15.37,69.46,0.125,2.61,0
2014-09-04 20:00:00,-1.14,1.25,102200,14.25,76.55,0.125,0.255,0
2014-09-04 21:00:00,-0.32,0.6,102240,12.1,87.3,0.125,0.255,0
2014-09-04 22:00:00,-0.37,0.93,102270,9.68,95.5,0.125,0.255,0
2014-09-04 23:00:00,-0.41,1.35,102300,8.41,99.3,0.125,0.255,0
2014-09-05 00:00:00,-0.39,1.29,102310,7.94,100,0.125,0.255,0
2014-09-05 01:00:00,-0.44,1.33,102300,7.38,100,0.125,0.255,0
2014-09-05 02:00:00,-0.37,1.29,102290,6.88,100,0.125,0.255,0
2014-09-05 03:00:00,-0.26,0.9,102290,6.83,100,0.125,0.255,0
2014-09-05 04:00:00,0.02,0.31,102270,8.28,100,0.125,0.268,0
2014-09-05 05:00:00,0,0.28,102280,8.97,100,0.125,4.161,0
2014-09-05 06:00:00,0.03,0.22,102280,9.14,100,0.125,29.486,0
2014-09-05 07:00:00,0.3,-0.07,102230,9.41,100,0.125,46.429,0
2014-09-05 08:00:00,0.53,-0.24,102150,9.52,99.9,0.125,87.75,0
2014-09-05 09:00:00,0.38,-0.25,102070,10.19,96.6,0.125,152.444,0
2014-09-05 10:00:00,-1.22,0.43,101960,10.86,91.6,0.125,214.379,0
2014-09-05 11:00:00,-2.03,1.17,101880,10.86,92.1,0.125,263.865,0
2014-09-05 12:00:00,-1.33,1.03,101790,11.62,87.5,0.125,479.697,0
2014-09-05 13:00:00,-1.28,0.61,101710,13.8,72.78,0.292,543.076,0
2014-09-05 14:00:00,-1.71,1.29,101660,14.74,65.19,0.458,452.253,0
2014-09-05 15:00:00,-1.59,0.87,101640,15.55,62.43,0.625,367.251,0
2014-09-05 16:00:00,-1.57,0.98,101640,15.96,62.18,0.667,243.179,0
2014-09-05 17:00:00,-0.86,0.39,101630,15.43,67.19,0.708,79.825,0.1
2014-09-05 18:00:00,-0.43,0.36,101650,14.01,81.1,0.75,21.232,0
2014-09-05 19:00:00,-0.47,0.95,101680,12.01,91,0.75,1.665,0
2014-09-05 20:00:00,-0.29,0.92,101730,11.05,93.3,0.75,0.255,0
2014-09-05 21:00:00,-0.28,0.87,101760,10.97,94.6,0.75,0.255,0
2014-09-05 22:00:00,-0.43,1.2,101810,10.37,97.1,0.75,0.255,0
2014-09-05 23:00:00,-0.49,1.15,101820,9.61,99.2,0.75,0.255,0
2014-09-06 00:00:00,-0.11,0.54,101800,10.27,98.8,0.75,0.255,0
2014-09-06 01:00:00,-0.24,0.9,101820,9.79,99.9,0.75,0.255,0
2014-09-06 02:00:00,-0.23,0.79,101820,10.05,99.9,0.75,0.255,0
2014-09-06 03:00:00,-0.27,0.88,101820,10.09,100,0.75,0.255,0
2014-09-06 04:00:00,-0.08,0.57,101800,9.77,100,0.75,0.266,0
2014-09-06 05:00:00,-0.28,1.03,101810,8.82,100,0.75,11.242,0
2014-09-06 06:00:00,-0.07,0.3,101810,9.77,100,0.75,43.418,0
2014-09-06 07:00:00,-0.24,0.21,101820,11.98,93.1,0.792,227.601,0
2014-09-06 08:00:00,-0.26,0.45,101800,13.81,81.6,0.833,251.523,0
2014-09-06 09:00:00,-1.31,0.35,101770,14.06,79.61,0.875,229.978,0
2014-09-06 10:00:00,-1.21,0.56,101730,14.17,79.96,0.917,310.216,0
2014-09-06 11:00:00,-1.55,0.79,101650,14.52,78.81,0.958,321.716,0
2014-09-06 12:00:00,-1.26,0.27,101600,14.95,78.01,1,324.119,0
2014-09-06 13:00:00,-1.44,0.59,101570,15.49,76.24,1,286.226,0
2014-09-06 14:00:00,-1.81,0.99,101560,15.43,77.06,1,195.913,0
2014-09-06 15:00:00,-1.03,0.91,101570,15.11,81.8,1,86.073,0.1
2014-09-06 16:00:00,-0.29,0.74,101590,14.42,87.1,1,35.307,0
2014-09-06 17:00:00,0,0.01,101570,14.03,88.7,1,8.401,0
2014-09-06 18:00:00,-0.21,0.29,101580,13.58,93.2,1,4.172,0
2014-09-06 19:00:00,-0.21,0.56,101610,13.24,95.8,1,0.427,0
2014-09-06 20:00:00,-0.43,0.63,101610,13.07,96.8,1,0.255,0
2014-09-06 21:00:00,-0.59,0.72,101610,13.04,96.7,1,0.255,0
2014-09-06 22:00:00,-0.57,0.57,101620,13.19,95.9,1,0.255,0
2014-09-06 23:00:00,-0.63,0.63,101600,13.09,95.8,1,0.255,0
2014-09-07 00:00:00,-1,0.71,101570,12.64,96.4,1,0.255,0
2014-09-07 01:00:00,-1.03,1.11,101560,12.74,95.1,1,0.255,0
2014-09-07 02:00:00,-0.76,0.78,101520,12.74,95.8,1,0.255,0
2014-09-07 03:00:00,-0.12,0.31,101510,12.69,94.9,1,0.255,0
2014-09-07 04:00:00,-0.06,0.16,101490,12.47,96,1,0.255,0
2014-09-07 05:00:00,-0.06,0.26,101470,12.27,97,1,2.871,0
2014-09-07 06:00:00,0,0.27,101460,12.61,94.5,1,16.181,0
2014-09-07 07:00:00,-0.91,0.83,101440,13.4,89.2,1,87.691,0
2014-09-07 08:00:00,-2.04,1.52,101420,14.12,83.1,1,184.56,0
2014-09-07 09:00:00,-2.29,2.03,101400,14.21,84,1,211.153,0
2014-09-07 10:00:00,-1.39,1.79,101430,14.34,84.3,1,100.154,0
2014-09-07 11:00:00,-1.36,1.85,101450,14.34,84.5,1,90.969,0
2014-09-07 12:00:00,-1.25,1.52,101460,14.4,85.7,1,112.327,0
2014-09-07 13:00:00,-1.08,1.09,101410,14.5,85.3,1,149.703,0
2014-09-07 14:00:00,-1.98,2.38,101360,15.26,79.59,1,210.444,0
2014-09-07 15:00:00,-1.6,2.3,101330,15.29,77.84,1,128.098,0
2014-09-07 16:00:00,-0.68,1.69,101310,15.05,75.83,1,80.831,0
2014-09-07 17:00:00,-0.77,0.9,101350,14.76,79.38,1,36.317,0.1
2014-09-07 18:00:00,-0.59,1.41,101370,13.16,92.5,1,4.665,0.6
2014-09-07 19:00:00,-0.57,1.64,101400,12.15,97.2,1,0.42,1.7
2014-09-07 20:00:00,0.1,0.01,101400,11.38,99.8,1,0.255,1.1
2014-09-07 21:00:00,0.19,0.28,101370,10.97,99.4,1,0.255,1.4
2014-09-07 22:00:00,0.25,0.95,101300,11.43,98,1,0.255,1.7
2014-09-07 23:00:00,0.16,1.1,101220,11.69,97.3,1,0.255,0.2
2014-09-08 00:00:00,0.12,1.73,101150,11.99,95.8,1,0.255,0.8
2014-09-08 01:00:00,0.21,1.28,101130,11.73,98.2,1,0.255,4.8
2014-09-08 02:00:00,-0.23,1.76,101080,11.92,98.6,1,0.255,6
2014-09-08 03:00:00,-0.71,2.15,101150,12.13,98.6,1,0.255,4.5
2014-09-08 04:00:00,-0.73,2.11,101120,12.06,98.5,1,0.255,2.3
2014-09-08 05:00:00,-0.3,1.47,101110,12.01,98.8,1,0.693,1.4
2014-09-08 06:00:00,-1.38,1.67,101120,11.94,99.8,1,6.386,1.5
2014-09-08 07:00:00,0.56,-0.13,101130,10.55,99.8,0.938,50.769,0
2014-09-08 08:00:00,0.53,-0.51,101130,10.9,98.7,0.875,199.081,0
2014-09-08 09:00:00,-0.73,0.65,101140,11.97,90.7,0.812,233.889,0
2014-09-08 10:00:00,-0.43,0.35,101120,12.99,86.4,0.75,352.974,0
2014-09-08 11:00:00,-0.56,0.45,101100,12.96,90.3,0.688,234.979,0
2014-09-08 12:00:00,0.51,0.06,101050,13.05,89.9,0.625,155.888,0
2014-09-08 13:00:00,0.32,-0.24,100990,13.23,86.6,0.625,127.493,0
2014-09-08 14:00:00,-0.59,0.02,100940,14.42,75.49,0.625,297.148,0
2014-09-08 15:00:00,-0.89,0.5,100880,14.45,74.07,0.625,183.33,0
2014-09-08 16:00:00,0.74,0.58,100920,12.64,89.4,0.75,36.304,0.8
2014-09-08 17:00:00,0.17,0.7,100990,11.44,96.6,0.875,20.157,0.2
2014-09-08 18:00:00,0.32,0.24,101010,11.28,97.8,1,5.081,0.2
2014-09-08 19:00:00,0.19,0.02,101020,10.74,100,1,0.387,0.5
2014-09-08 20:00:00,0.23,0.08,101020,10.46,100,1,0.255,0.1
2014-09-08 21:00:00,0.63,0.32,101010,10.64,97.5,1,0.255,0
2014-09-08 22:00:00,0.89,0.02,101000,10.59,96.8,1,0.255,0
2014-09-08 23:00:00,0.72,0.33,100990,10.73,95.4,1,0.255,0
2014-09-09 00:00:00,0.58,-0.02,100980,10.69,96.2,1,0.255,0
2014-09-09 01:00:00,0.38,-0.15,100960,10.6,96.9,1,0.255,0
2014-09-09 02:00:00,0.21,0.03,100920,10.67,96.9,1,0.255,0
2014-09-09 03:00:00,0.27,0.3,100900,10.49,97.7,1,0.255,0.6
2014-09-09 04:00:00,0.35,0.26,100890,10.38,98.5,1,0.255,0.9
2014-09-09 05:00:00,0.65,0.13,100910,10.54,96.6,1,3.01,0.2
2014-09-09 06:00:00,0.59,-0.5,100910,10.57,96.5,1,10.599,1.6
2014-09-09 07:00:00,0.33,0.16,100920,10.24,99.6,1,19.943,2
2014-09-09 08:00:00,0.49,0.06,100950,10.36,99.9,1,32.654,0.3
2014-09-09 09:00:00,0.42,0.26,101010,11.01,98.2,1,77.186,0
2014-09-09 10:00:00,0.47,0.18,101030,11.26,96.9,1,33.154,0.1
2014-09-09 11:00:00,0.58,-0.02,101040,11.48,97,1,54.886,0.6
2014-09-09 12:00:00,0.46,-0.16,101080,11.44,97.7,1,41.885,0.2
2014-09-09 13:00:00,0.7,-0.02,101090,11.97,95,1,81.273,0
2014-09-09 14:00:00,1.34,0.34,101130,12.59,91.2,1,200.808,0
2014-09-09 15:00:00,1.24,-0.33,101170,12.95,89,1,129.843,0
2014-09-09 16:00:00,0.49,-0.52,101210,12.89,89.8,0.917,35.633,0
2014-09-09 17:00:00,0.02,-0.25,101240,12.43,93.3,0.833,12.709,0
2014-09-09 18:00:00,0.06,0.24,101320,12.33,93.9,0.75,5.452,0
2014-09-09 19:00:00,0.27,0.15,101420,12.94,86.1,0.698,0.684,0
2014-09-09 20:00:00,0.37,-0.21,101520,12.7,85.9,0.646,0.255,0
2014-09-09 21:00:00,0.44,-0.06,101560,12.43,85.5,0.594,0.255,0
2014-09-09 22:00:00,0.65,-0.21,101640,12.83,78.77,0.542,0.255,0
2014-09-09 23:00:00,0.59,0.05,101710,12.21,81.1,0.49,0.255,0
2014-09-10 00:00:00,1.3,0.22,101800,12.65,74.7,0.438,0.255,0
2014-09-10 01:00:00,1.14,-0.04,101830,12.64,72.89,0.385,0.255,0
2014-09-10 02:00:00,0.68,-0.08,101850,11.49,77.8,0.333,0.255,0
2014-09-10 03:00:00,0.59,-0.46,101920,10.86,79.64,0.281,0.255,0
2014-09-10 04:00:00,-0.43,0.33,101990,9.36,88.3,0.229,0.255,0
2014-09-10 05:00:00,-0.18,0.54,102070,7.28,96.3,0.177,3.747,0
2014-09-10 06:00:00,-0.11,0.71,102130,7.36,97,0.125,55.523,0.1
2014-09-10 07:00:00,0.45,-0.09,102160,11.44,80.5,0.125,197.687,0
2014-09-10 08:00:00,0.41,-0.46,102140,13,73.01,0.125,318.697,0
2014-09-10 09:00:00,0.07,0.71,102140,14.29,65.67,0.125,418.412,0
2014-09-10 10:00:00,-0.21,1.13,102080,14.81,64.55,0.125,509.328,0
2014-09-10 11:00:00,-0.27,1.39,102040,15.03,65.19,0.125,517.919,0
2014-09-10 12:00:00,-0.69,0.39,102010,15.88,63.15,0.125,511.365,0
2014-09-10 13:00:00,-1.14,0.44,102010,15.91,63.49,0.125,410.461,0
2014-09-10 14:00:00,-0.75,0.35,101990,16.56,61.49,0.125,341.329,0
2014-09-10 15:00:00,-0.87,0.47,101960,16.99,60.48,0.125,347.316,0
2014-09-10 16:00:00,-1.48,0.72,101980,16.7,64.81,0.208,237.234,0
2014-09-10 17:00:00,-1.35,0.73,102020,15.76,71.53,0.292,81.951,0.1
2014-09-10 18:00:00,-1.18,0.8,102110,13.69,85.3,0.375,17.74,0
2014-09-10 19:00:00,-0.6,1.07,102220,11.11,94.4,0.344,0.91,0
2014-09-10 20:00:00,-0.2,0.91,102260,9.75,96.9,0.312,0.255,0
2014-09-10 21:00:00,-0.31,1.15,102320,8.71,99.4,0.281,0.255,0
2014-09-10 22:00:00,-0.43,1.42,102380,8.31,100,0.25,0.255,0
2014-09-10 23:00:00,-0.41,1.41,102430,7.93,100,0.219,0.255,0
2014-09-11 00:00:00,-0.37,1.18,102450,7.6,100,0.188,0.255,0
2014-09-11 01:00:00,-0.36,1.2,102450,7.29,100,0.156,0.255,0
