datetime,Flow_metersCubedPerSecond,Water_Temperature_celsius,Salinity_practicalSalinityUnits
2009-02-28 00:00:00,11.812815,1.48341,0
2009-03-01 00:00:00,11.930987,1.624763,0
2009-03-02 00:00:00,11.864092,1.775499,0
2009-03-03 00:00:00,11.680124,1.933987,0
2009-03-04 00:00:00,11.514287,2.095186,0
2009-03-05 00:00:00,11.324533,2.259872,0
2009-03-06 00:00:00,11.147559,2.427487,0
2009-03-07 00:00:00,13.149504,2.509617,0
2009-03-08 00:00:00,16.028492,2.581552,0
2009-03-09 00:00:00,17.093166,2.707592,0
2009-03-10 00:00:00,19.496698,2.811065,0
2009-03-11 00:00:00,19.789124,2.969889,0
2009-03-12 00:00:00,17.243124,3.133377,0
2009-03-13 00:00:00,18.10782,3.304753,0
2009-03-14 00:00:00,16.971444,3.484949,0
2009-03-15 00:00:00,17.136262,3.674896,0
2009-03-16 00:00:00,18.656397,3.874479,0
2009-03-17 00:00:00,16.901973,4.082647,0
2009-03-18 00:00:00,15.143201,4.297856,0
2009-03-19 00:00:00,14.841644,4.518517,0
2009-03-20 00:00:00,14.576134,4.742012,0
2009-03-21 00:00:00,15.494476,4.967958,0
2009-03-22 00:00:00,14.791603,5.199279,0
2009-03-23 00:00:00,14.69422,5.411445,0
2009-03-24 00:00:00,20.006225,5.483206,0
2009-03-25 00:00:00,21.339044,5.627179,0
2009-03-26 00:00:00,21.722697,5.818899,0
2009-03-27 00:00:00,21.927685,6.014483,0
2009-03-28 00:00:00,21.995458,6.216889,0
2009-03-29 00:00:00,22.570166,6.412982,0
2009-03-30 00:00:00,22.234326,6.624424,0
2009-03-31 00:00:00,23.043452,6.820623,0
2009-04-01 00:00:00,22.803447,7.040764,0
2009-04-02 00:00:00,22.291571,7.269928,0
2009-04-03 00:00:00,21.768415,7.503937,0
2009-04-04 00:00:00,20.994959,7.746285,0
2009-04-05 00:00:00,19.120068,7.98991,0
2009-04-06 00:00:00,15.635553,8.238832,0
2009-04-07 00:00:00,18.010841,8.491882,0
2009-04-08 00:00:00,17.255604,8.748232,0
2009-04-09 00:00:00,14.915113,9.0068,0
2009-04-10 00:00:00,14.11626,9.267255,0
2009-04-11 00:00:00,13.299849,9.528935,0
2009-04-12 00:00:00,13.988297,9.79187,0
2009-04-13 00:00:00,10.419641,10.055162,0
2009-04-14 00:00:00,12.801508,10.31516,0
2009-04-15 00:00:00,10.382398,10.578211,0
2009-04-16 00:00:00,11.005432,10.843367,0
2009-04-17 00:00:00,11.424693,11.108988,0
2009-04-18 00:00:00,10.738049,11.375006,0
2009-04-19 00:00:00,11.113821,11.597785,0
2009-04-20 00:00:00,9.915077,11.766818,0
2009-04-21 00:00:00,10.081756,11.97998,0
2009-04-22 00:00:00,9.484895,12.228053,0
2009-04-23 00:00:00,11.632346,12.470951,0
2009-04-24 00:00:00,11.337715,12.714079,0
2009-04-25 00:00:00,14.676144,12.815892,0
2009-04-26 00:00:00,18.921433,12.855954,0
2009-04-27 00:00:00,19.351479,13.06445,0
2009-04-28 00:00:00,20.301585,13.247842,0
2009-04-29 00:00:00,20.533698,13.451508,0
2009-04-30 00:00:00,21.535016,13.641141,0
2009-05-01 00:00:00,21.1418,13.857198,0
2009-05-02 00:00:00,19.587349,14.083886,0
2009-05-03 00:00:00,17.829451,14.321583,0
2009-05-04 00:00:00,17.489407,14.568425,0
2009-05-05 00:00:00,19.130629,14.820348,0
2009-05-06 00:00:00,19.1111,15.052451,0
2009-05-07 00:00:00,19.962401,15.276384,0
2009-05-08 00:00:00,20.130088,15.50774,0
2009-05-09 00:00:00,21.954162,15.678968,0
2009-05-10 00:00:00,17.811485,15.921922,0
2009-05-11 00:00:00,20.937495,16.155483,0
2009-05-12 00:00:00,20.393393,16.390626,0
2009-05-13 00:00:00,21.997154,16.575934,0
2009-05-14 00:00:00,23.268998,16.749994,0
2009-05-15 00:00:00,17.760977,16.968095,0
2009-05-16 00:00:00,19.239406,17.179955,0
2009-05-17 00:00:00,20.690753,17.400499,0
2009-05-18 00:00:00,20.664959,17.625625,0
2009-05-19 00:00:00,20.906275,17.85347,0
2009-05-20 00:00:00,19.99769,18.085801,0
2009-05-21 00:00:00,18.99941,18.320214,0
2009-05-22 00:00:00,18.235149,18.549346,0
2009-05-23 00:00:00,15.259828,18.767627,0
2009-05-24 00:00:00,17.174832,19.003487,0
2009-05-25 00:00:00,16.202698,19.238347,0
2009-05-26 00:00:00,15.61083,19.459646,0
2009-05-27 00:00:00,16.235879,19.642998,0
2009-05-28 00:00:00,15.749368,19.862953,0
2009-05-29 00:00:00,15.047837,20.087109,0
2009-05-30 00:00:00,14.278006,20.304608,0
2009-05-31 00:00:00,13.602747,20.518301,0
2009-06-01 00:00:00,13.117841,20.722701,0
2009-06-02 00:00:00,12.392538,20.935033,0
2009-06-03 00:00:00,11.884237,21.142702,0
2009-06-04 00:00:00,11.2749,21.350341,0
2009-06-05 00:00:00,10.618034,21.556304,0
2009-06-06 00:00:00,9.954974,21.753918,0
2009-06-07 00:00:00,10.767426,21.89056,0
2009-06-08 00:00:00,12.90907,21.896117,0
2009-06-09 00:00:00,12.310446,22.089404,0
2009-06-10 00:00:00,11.941983,22.252914,0
2009-06-11 00:00:00,11.818889,22.404946,0
2009-06-12 00:00:00,11.625504,22.559409,0
2009-06-13 00:00:00,11.400738,22.691466,0
2009-06-14 00:00:00,10.861402,22.851031,0
2009-06-15 00:00:00,10.901424,23.006003,0
2009-06-16 00:00:00,10.428183,23.152389,0
2009-06-17 00:00:00,10.353952,23.283085,0
2009-06-18 00:00:00,11.396059,23.37139,0
2009-06-19 00:00:00,14.701513,23.342413,0
2009-06-20 00:00:00,14.897167,23.457069,0
2009-06-21 00:00:00,14.889211,23.5619,0
2009-06-22 00:00:00,15.148767,23.655308,0
2009-06-23 00:00:00,14.83234,23.774258,0
2009-06-24 00:00:00,14.324359,23.890572,0
2009-06-25 00:00:00,10.846859,24.005119,0
2009-06-26 00:00:00,13.342693,24.122276,0
2009-06-27 00:00:00,10.152836,24.22795,0
2009-06-28 00:00:00,9.754755,24.336325,0
2009-06-29 00:00:00,11.001296,24.457784,0
2009-06-30 00:00:00,11.393051,24.569702,0
2009-07-01 00:00:00,11.005683,24.678041,0
2009-07-02 00:00:00,10.625025,24.787399,0
2009-07-03 00:00:00,10.146003,24.896559,0
2009-07-04 00:00:00,9.543394,25.001794,0
2009-07-05 00:00:00,8.527217,25.10162,0
2009-07-06 00:00:00,8.689004,25.204898,0
2009-07-07 00:00:00,8.120329,25.303416,0
2009-07-08 00:00:00,7.638775,25.393123,0
2009-07-09 00:00:00,7.446858,25.474539,0
2009-07-10 00:00:00,7.542913,25.525757,0
2009-07-11 00:00:00,7.698444,25.549235,0
2009-07-12 00:00:00,4.286471,25.626887,0
2009-07-13 00:00:00,6.786956,25.699996,0
2009-07-14 00:00:00,6.40361,25.761629,0
2009-07-15 00:00:00,4.768971,25.782167,0
2009-07-16 00:00:00,5.817503,25.840197,0
2009-07-17 00:00:00,5.712671,25.890298,0
2009-07-18 00:00:00,5.728845,25.925849,0
2009-07-19 00:00:00,5.545644,25.967371,0
2009-07-20 00:00:00,5.320139,26.00846,0
2009-07-21 00:00:00,5.369166,25.9749,0
2009-07-22 00:00:00,5.880883,25.895053,0
2009-07-23 00:00:00,5.703289,25.930927,0
2009-07-24 00:00:00,5.36017,25.958727,0
2009-07-25 00:00:00,5.284117,25.963569,0
2009-07-26 00:00:00,5.1261,25.962699,0
2009-07-27 00:00:00,3.455061,25.95933,0
2009-07-28 00:00:00,4.809963,25.952358,0
2009-07-29 00:00:00,4.546128,25.95245,0
2009-07-30 00:00:00,4.472336,25.874263,0
2009-07-31 00:00:00,2.675898,25.841832,0
2009-08-01 00:00:00,2.402367,25.838351,0
2009-08-02 00:00:00,4.224193,25.81804,0
2009-08-03 00:00:00,3.380965,25.765143,0
2009-08-04 00:00:00,3.061803,25.725457,0
2009-08-05 00:00:00,2.782456,25.692292,0
2009-08-06 00:00:00,3.594727,25.656367,0
2009-08-07 00:00:00,3.729308,25.502672,0
2009-08-08 00:00:00,5.404745,25.140353,0
2009-08-09 00:00:00,5.231235,25.112208,0
2009-08-10 00:00:00,4.95313,25.03506,0
2009-08-11 00:00:00,3.345637,24.952468,0
2009-08-12 00:00:00,3.284845,24.870365,0
2009-08-13 00:00:00,3.225126,24.792772,0
2009-08-14 00:00:00,3.112316,24.713965,0
2009-08-15 00:00:00,4.504412,24.63526,0
2009-08-16 00:00:00,4.240174,24.539528,0
2009-08-17 00:00:00,1.953639,24.409112,0
2009-08-18 00:00:00,4.334917,24.317775,0
2009-08-19 00:00:00,4.115364,24.219724,0
2009-08-20 00:00:00,2.034172,24.033212,0
2009-08-21 00:00:00,2.964605,23.906952,0
2009-08-22 00:00:00,2.818109,23.802891,0
2009-08-23 00:00:00,2.634538,23.700875,0
2009-08-24 00:00:00,3.977845,23.593301,0
2009-08-25 00:00:00,2.329226,23.475835,0
2009-08-26 00:00:00,3.965367,23.32832,0
2009-08-27 00:00:00,4.003971,23.160613,0
2009-08-28 00:00:00,1.884949,22.988901,0
2009-08-29 00:00:00,1.995321,22.809143,0
2009-08-30 00:00:00,3.928831,22.703369,0
2009-08-31 00:00:00,2.288763,22.581023,0
2009-09-01 00:00:00,3.663876,22.447399,0
2009-09-02 00:00:00,1.99555,22.311189,0
2009-09-03 00:00:00,1.833328,22.172596,0
2009-09-04 00:00:00,1.627777,22.035461,0
2009-09-05 00:00:00,1.424723,21.900098,0
2009-09-06 00:00:00,1.250733,21.763408,0
2009-09-07 00:00:00,1.154523,21.622434,0
2009-09-08 00:00:00,1.078543,21.480524,0
2009-09-09 00:00:00,1.005205,21.336531,0
2009-09-10 00:00:00,0.945338,21.187781,0
2009-09-11 00:00:00,0.886151,21.038686,0
2009-09-12 00:00:00,0.838728,20.886129,0
2009-09-13 00:00:00,0.782464,20.737376,0
2009-09-14 00:00:00,0.727588,20.588204,0
2009-09-15 00:00:00,0.678041,20.436189,0
2009-09-16 00:00:00,0.625413,20.284873,0
2009-09-17 00:00:00,0.589189,20.124429,0
2009-09-18 00:00:00,0.553936,19.962679,0
2009-09-19 00:00:00,1.737056,19.799135,0
2009-09-20 00:00:00,1.685083,19.637157,0
2009-09-21 00:00:00,1.677377,19.414994,0
2009-09-22 00:00:00,3.915179,18.510458,0
2009-09-23 00:00:00,3.679599,18.150921,0
2009-09-24 00:00:00,3.640204,18.003053,0
2009-09-25 00:00:00,3.728236,17.766648,0
2009-09-26 00:00:00,4.138273,17.512141,0
2009-09-27 00:00:00,2.326823,17.255152,0
2009-09-28 00:00:00,2.486816,16.993699,0
2009-09-29 00:00:00,2.373558,16.790593,0
2009-09-30 00:00:00,4.300901,16.577402,0
2009-10-01 00:00:00,2.976182,16.305642,0
2009-10-02 00:00:00,2.895583,16.004305,0
2009-10-03 00:00:00,2.875119,15.785781,0
2009-10-04 00:00:00,5.069876,15.569261,0
2009-10-05 00:00:00,2.816495,15.345686,0
2009-10-06 00:00:00,3.15924,15.055526,0
2009-10-07 00:00:00,3.152322,14.834249,0
2009-10-08 00:00:00,3.064373,14.616278,0
2009-10-09 00:00:00,3.019226,14.393592,0
2009-10-10 00:00:00,2.946728,14.174568,0
2009-10-11 00:00:00,2.863439,13.957316,0
2009-10-12 00:00:00,2.75699,13.742947,0
2009-10-13 00:00:00,3.003159,13.529607,0
2009-10-14 00:00:00,3.140331,13.304926,0
2009-10-15 00:00:00,2.656698,13.062656,0
2009-10-16 00:00:00,2.581916,12.848547,0
2009-10-17 00:00:00,3.314286,12.639799,0
2009-10-18 00:00:00,3.244683,12.430199,0
2009-10-19 00:00:00,3.159881,12.222295,0
2009-10-20 00:00:00,4.592181,12.010666,0
2009-10-21 00:00:00,4.662953,11.778246,0
2009-10-22 00:00:00,6.136951,11.411861,0
2009-10-23 00:00:00,7.001959,11.035354,0
2009-10-24 00:00:00,7.644761,10.82261,0
2009-10-25 00:00:00,6.342209,10.591739,0
2009-10-26 00:00:00,7.049118,10.327508,0
2009-10-27 00:00:00,7.508937,10.092012,0
2009-10-28 00:00:00,7.8875,9.869822,0
2009-10-29 00:00:00,8.852146,9.588085,0
2009-10-30 00:00:00,9.208954,9.242881,0
2009-10-31 00:00:00,10.43901,9.028626,0
2009-11-01 00:00:00,6.827169,8.793952,0
2009-11-02 00:00:00,8.756021,8.563794,0
2009-11-03 00:00:00,7.583568,8.344431,0
2009-11-04 00:00:00,5.717752,8.129409,0
2009-11-05 00:00:00,9.424293,7.918623,0
2009-11-06 00:00:00,7.925633,7.713718,0
2009-11-07 00:00:00,7.854563,7.514106,0
2009-11-08 00:00:00,4.841305,7.319503,0
2009-11-09 00:00:00,4.593726,7.128427,0
2009-11-10 00:00:00,4.335177,6.941675,0
2009-11-11 00:00:00,4.079757,6.758365,0
2009-11-12 00:00:00,4.158207,6.57752,0
2009-11-13 00:00:00,3.607845,6.399603,0
2009-11-14 00:00:00,3.383941,6.224015,0
2009-11-15 00:00:00,3.186155,6.049679,0
2009-11-16 00:00:00,2.9899,5.878287,0
2009-11-17 00:00:00,3.227141,5.70851,0
2009-11-18 00:00:00,2.712813,5.527965,0
2009-11-19 00:00:00,3.118767,5.340194,0
2009-11-20 00:00:00,2.575913,5.168838,0
2009-11-21 00:00:00,2.428926,5.006703,0
2009-11-22 00:00:00,2.571391,4.844276,0
2009-11-23 00:00:00,5.78232,4.68178,0
2009-11-24 00:00:00,5.885542,4.49613,0
2009-11-25 00:00:00,2.711863,4.22164,0
2009-11-26 00:00:00,4.485626,3.988265,0
2009-11-27 00:00:00,5.981594,3.84098,0
2009-11-28 00:00:00,2.920602,3.678119,0
2009-11-29 00:00:00,2.885857,3.512385,0
2009-11-30 00:00:00,5.902598,3.350158,0
2009-12-01 00:00:00,2.759252,3.194426,0
2009-12-02 00:00:00,2.737461,3.041581,0
2009-12-03 00:00:00,2.588096,2.888724,0
2009-12-04 00:00:00,2.720154,2.728938,0
2009-12-05 00:00:00,5.683273,2.580839,0
2009-12-06 00:00:00,2.596694,2.437407,0
2009-12-07 00:00:00,6.027851,2.29523,0
2009-12-08 00:00:00,2.385911,2.140865,0
2009-12-09 00:00:00,3.244671,1.866701,0
2009-12-10 00:00:00,3.819918,1.728966,0
2009-12-11 00:00:00,3.715925,1.593932,0
2009-12-12 00:00:00,6.676019,1.459464,0
2009-12-13 00:00:00,6.610321,1.330033,0
2009-12-14 00:00:00,3.14135,1.204719,0
2009-12-15 00:00:00,7.063968,1.087849,0
2009-12-16 00:00:00,4.950852,0.977931,0
2009-12-17 00:00:00,4.850979,0.870389,0
2009-12-18 00:00:00,3.203162,0.765926,0
2009-12-19 00:00:00,3.084059,0.665053,0
2009-12-20 00:00:00,6.018697,0.567766,0
2009-12-21 00:00:00,4.516683,0.477052,0
2009-12-22 00:00:00,6.119754,0.387805,0
2009-12-23 00:00:00,5.996785,0.298873,0
2009-12-24 00:00:00,7.226511,0.137886,0
2009-12-25 00:00:00,9.012511,-0.119286,0
2009-12-26 00:00:00,8.636566,-0.210463,0
2009-12-27 00:00:00,5.706871,-0.299841,0
2009-12-28 00:00:00,7.343097,-0.390883,0
2009-12-29 00:00:00,7.5521,-0.471971,0
2009-12-30 00:00:00,6.249502,-0.542665,0
2009-12-31 00:00:00,6.314764,-0.609847,0
2010-01-01 00:00:00,6.334303,-0.672928,0
2010-01-02 00:00:00,4.77674,-0.732137,0
2010-01-03 00:00:00,6.245698,-0.786342,0
2010-01-04 00:00:00,6.167023,-0.835031,0
2010-01-05 00:00:00,7.892687,-0.878102,0
2010-01-06 00:00:00,7.596652,-0.913265,0
2010-01-07 00:00:00,6.663618,-0.942225,0
2010-01-08 00:00:00,6.251289,-0.975977,0
2010-01-09 00:00:00,6.072106,-0.998242,0
2010-01-10 00:00:00,7.310722,-1.015977,0
2010-01-11 00:00:00,7.137884,-1.029328,0
2010-01-12 00:00:00,6.972612,-1.038507,0
2010-01-13 00:00:00,6.808188,-1.043545,0
2010-01-14 00:00:00,6.646797,-1.044614,0
2010-01-15 00:00:00,6.488509,-1.041971,0
2010-01-16 00:00:00,6.34443,-1.03586,0
2010-01-17 00:00:00,6.204478,-1.026091,0
2010-01-18 00:00:00,6.068648,-1.012772,0
2010-01-19 00:00:00,5.936755,-0.996001,0
2010-01-20 00:00:00,5.814094,-0.975894,0
2010-01-21 00:00:00,5.707926,-0.952506,0
2010-01-22 00:00:00,5.607674,-0.92602,0
2010-01-23 00:00:00,6.168614,-0.938437,0
2010-01-24 00:00:00,7.537234,-1.098225,0
2010-01-25 00:00:00,7.101814,-1.0568,0
2010-01-26 00:00:00,7.049798,-1.023325,0
2010-01-27 00:00:00,7.091244,-0.999271,0
2010-01-28 00:00:00,7.116884,-0.971143,0
2010-01-29 00:00:00,7.078716,-0.933476,0
2010-01-30 00:00:00,7.016635,-0.890342,0
2010-01-31 00:00:00,6.951016,-0.844275,0
2010-02-01 00:00:00,6.759778,-0.79242,0
2010-02-02 00:00:00,6.862917,-0.74103,0
2010-02-03 00:00:00,6.884813,-0.685428,0
2010-02-04 00:00:00,6.791461,-0.621923,0
2010-02-05 00:00:00,6.712008,-0.553569,0
2010-02-06 00:00:00,6.629428,-0.479859,0
2010-02-07 00:00:00,6.474392,-0.400078,0
2010-02-08 00:00:00,6.273977,-0.313757,0
2010-02-09 00:00:00,6.295749,-0.224013,0
2010-02-10 00:00:00,6.44266,-0.138365,0
2010-02-11 00:00:00,6.310119,-0.041268,0
2010-02-12 00:00:00,6.186412,0.059669,0
2010-02-13 00:00:00,6.089751,0.164188,0
2010-02-14 00:00:00,5.980296,0.272697,0
2010-02-15 00:00:00,5.80205,0.386404,0
2010-02-16 00:00:00,5.811259,0.499685,0
2010-02-17 00:00:00,5.697951,0.618679,0
2010-02-18 00:00:00,5.615081,0.740391,0
2010-02-19 00:00:00,5.424299,0.867644,0
2010-02-20 00:00:00,5.4055,0.995402,0
2010-02-21 00:00:00,5.323828,1.124945,0
2010-02-22 00:00:00,5.278588,1.254516,0
2010-02-23 00:00:00,5.310276,1.389918,0
2010-02-24 00:00:00,5.229521,1.528847,0
2010-02-25 00:00:00,5.190669,1.670177,0
2010-02-26 00:00:00,5.111131,1.815492,0
2010-02-27 00:00:00,5.033028,1.963543,0
2010-02-28 00:00:00,4.96087,2.114167,0
2010-03-01 00:00:00,4.912742,2.267151,0
2010-03-02 00:00:00,4.834537,2.423864,0
2010-03-03 00:00:00,4.782209,2.58203,0
2010-03-04 00:00:00,4.8203,2.733983,0
2010-03-05 00:00:00,4.895663,2.876968,0
2010-03-06 00:00:00,5.003094,3.014775,0
2010-03-07 00:00:00,5.634767,3.108024,0
2010-03-08 00:00:00,7.632597,3.095974,0
2010-03-09 00:00:00,9.713344,3.052539,0
2010-03-10 00:00:00,10.231295,3.149883,0
2010-03-11 00:00:00,11.288672,3.287571,0
2010-03-12 00:00:00,11.919464,3.416227,0
2010-03-13 00:00:00,12.264888,3.556941,0
2010-03-14 00:00:00,12.590763,3.701335,0
2010-03-15 00:00:00,12.759845,3.85712,0
2010-03-16 00:00:00,12.762948,4.027034,0
2010-03-17 00:00:00,12.618835,4.210339,0
2010-03-18 00:00:00,12.36975,4.405082,0
2010-03-19 00:00:00,12.175346,4.604676,0
2010-03-20 00:00:00,12.214084,4.802054,0
2010-03-21 00:00:00,11.877547,5.01973,0
2010-03-22 00:00:00,11.492479,5.241393,0
2010-03-23 00:00:00,11.083851,5.467157,0
2010-03-24 00:00:00,10.645614,5.697042,0
2010-03-25 00:00:00,10.190055,5.930263,0
2010-03-26 00:00:00,9.811145,6.165412,0
2010-03-27 00:00:00,9.444579,6.402757,0
2010-03-28 00:00:00,9.133618,6.642009,0
2010-03-29 00:00:00,8.777933,6.883859,0
2010-03-30 00:00:00,8.446554,7.127443,0
2010-03-31 00:00:00,8.090712,7.373305,0
2010-04-01 00:00:00,7.742853,7.620661,0
2010-04-02 00:00:00,7.40152,7.866428,0
2010-04-03 00:00:00,7.234831,8.10479,0
2010-04-04 00:00:00,6.933819,8.355583,0
2010-04-05 00:00:00,6.993996,8.586014,0
2010-04-06 00:00:00,10.070257,8.588414,0
2010-04-07 00:00:00,11.663896,8.732138,0
2010-04-08 00:00:00,12.687012,8.912824,0
2010-04-09 00:00:00,13.077558,9.118307,0
2010-04-10 00:00:00,13.202181,9.326341,0
2010-04-11 00:00:00,13.181397,9.539915,0
2010-04-12 00:00:00,13.076562,9.753038,0
2010-04-13 00:00:00,12.867697,9.97044,0
2010-04-14 00:00:00,12.907721,10.199077,0
2010-04-15 00:00:00,9.451844,10.435175,0
2010-04-16 00:00:00,7.834157,10.677032,0
2010-04-17 00:00:00,9.133833,10.926631,0
2010-04-18 00:00:00,8.897681,11.180989,0
2010-04-19 00:00:00,8.631743,11.438396,0
2010-04-20 00:00:00,9.782874,11.698495,0
2010-04-21 00:00:00,9.431691,11.961515,0
2010-04-22 00:00:00,9.463149,12.225259,0
2010-04-23 00:00:00,9.139602,12.484541,0
2010-04-24 00:00:00,9.725315,12.686244,0
2010-04-25 00:00:00,10.953889,12.848196,0
2010-04-26 00:00:00,10.584589,13.121805,0
2010-04-27 00:00:00,10.223244,13.376994,0
2010-04-28 00:00:00,9.933718,13.625783,0
2010-04-29 00:00:00,9.605527,13.875855,0
2010-04-30 00:00:00,10.17336,14.069549,0
2010-05-01 00:00:00,10.352034,14.282546,0
2010-05-02 00:00:00,9.905657,14.537256,0
2010-05-03 00:00:00,9.761498,14.777297,0
2010-05-04 00:00:00,7.011284,15.016235,0
2010-05-05 00:00:00,9.372352,15.247543,0
2010-05-06 00:00:00,9.002889,15.492349,0
2010-05-07 00:00:00,8.607861,15.675253,0
2010-05-08 00:00:00,9.590282,15.90046,0
2010-05-09 00:00:00,9.411113,16.143418,0
2010-05-10 00:00:00,9.297687,16.373681,0
2010-05-11 00:00:00,10.78995,16.498301,0
2010-05-12 00:00:00,11.811359,16.685965,0
2010-05-13 00:00:00,14.655118,16.765806,0
2010-05-14 00:00:00,14.597232,16.983065,0
2010-05-15 00:00:00,12.98181,17.184615,0
2010-05-16 00:00:00,13.893879,17.388121,0
2010-05-17 00:00:00,11.247405,17.594216,0
2010-05-18 00:00:00,11.25908,17.804303,0
2010-05-19 00:00:00,14.009228,18.020248,0
2010-05-20 00:00:00,12.362638,18.238343,0
2010-05-21 00:00:00,11.184508,18.436544,0
2010-05-22 00:00:00,12.443276,18.665596,0
2010-05-23 00:00:00,12.571009,18.896872,0
2010-05-24 00:00:00,11.931521,19.127908,0
2010-05-25 00:00:00,11.621603,19.342337,0
2010-05-26 00:00:00,9.986722,19.511668,0
2010-05-27 00:00:00,7.007435,19.720939,0
2010-05-28 00:00:00,8.033845,19.956154,0
2010-05-29 00:00:00,8.979229,20.179647,0
2010-05-30 00:00:00,5.358686,20.399771,0
2010-05-31 00:00:00,7.934009,20.617256,0
2010-06-01 00:00:00,9.041628,20.834193,0
2010-06-02 00:00:00,8.912902,21.021402,0
2010-06-03 00:00:00,8.75889,21.205168,0
2010-06-04 00:00:00,9.105863,21.357612,0
2010-06-05 00:00:00,9.958066,21.479113,0
2010-06-06 00:00:00,10.787103,21.607503,0
2010-06-07 00:00:00,10.599619,21.795766,0
2010-06-08 00:00:00,10.131352,21.882411,0
2010-06-09 00:00:00,11.790927,22.038318,0
2010-06-10 00:00:00,11.677696,22.197111,0
2010-06-11 00:00:00,11.969342,22.311754,0
2010-06-12 00:00:00,11.586893,22.468622,0
2010-06-13 00:00:00,11.331439,22.617774,0
2010-06-14 00:00:00,11.397172,22.749003,0
2010-06-15 00:00:00,12.646247,22.81725,0
2010-06-16 00:00:00,13.228372,22.946703,0
2010-06-17 00:00:00,12.746498,23.087053,0
2010-06-18 00:00:00,9.82988,23.199774,0
2010-06-19 00:00:00,12.720355,23.341961,0
2010-06-20 00:00:00,12.196612,23.483491,0
2010-06-21 00:00:00,14.277224,23.541276,0
2010-06-22 00:00:00,16.071721,23.595269,0
2010-06-23 00:00:00,18.780154,23.608468,0
2010-06-24 00:00:00,18.74068,23.707769,0
2010-06-25 00:00:00,19.330004,23.790453,0
2010-06-26 00:00:00,21.270045,23.836055,0
2010-06-27 00:00:00,18.990271,23.884562,0
2010-06-28 00:00:00,19.677456,23.973165,0
2010-06-29 00:00:00,16.23358,24.548918,0
2010-06-30 00:00:00,18.83989,24.152009,0
2010-07-01 00:00:00,18.749255,24.251185,0
2010-07-02 00:00:00,18.414261,24.353558,0
2010-07-03 00:00:00,19.042545,24.458305,0
2010-07-04 00:00:00,18.053615,24.561698,0
2010-07-05 00:00:00,17.72551,24.646041,0
2010-07-06 00:00:00,16.886495,24.747781,0
